file,line,kind,operation,scope
include/search.cuh,863,thrust,thrust::exclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,879,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,886,thrust,thrust::exclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,887,thrust,thrust::inclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,964,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,985,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1014,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1034,thrust,thrust::exclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1035,thrust,thrust::exclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1051,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1060,thrust,thrust::exclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1061,thrust,thrust::inclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1071,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,792,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,793,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,794,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,795,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,796,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,798,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,799,cuda_boundary,cudaMemset,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,800,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,801,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,802,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,807,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,808,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,810,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,818,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,819,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,821,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,824,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,825,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,827,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,846,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,847,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,848,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,849,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,850,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,852,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,853,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,855,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,858,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,859,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,861,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,867,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,868,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,870,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,874,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,875,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,877,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,881,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,882,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,885,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,890,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,902,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,903,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,904,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,905,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,906,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,907,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,908,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,915,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,916,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,917,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,918,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,919,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,920,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,921,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,922,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,923,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,938,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,939,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,940,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,941,cuda_boundary,cudaMallocManaged,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,942,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,943,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,944,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,945,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,946,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,947,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,948,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,949,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,950,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,951,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,957,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,959,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,973,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,983,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,988,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,993,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,994,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,996,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,999,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1018,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1019,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1020,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1021,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1022,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1024,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1025,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1027,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1030,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1031,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1033,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1039,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1040,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1042,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1046,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1047,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1049,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1053,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1054,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1055,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1056,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1059,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1065,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1066,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1068,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1074,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1075,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1077,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1089,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1090,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1091,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1092,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1093,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1094,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1095,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1096,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1097,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1104,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1105,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1106,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1107,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1108,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1109,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1110,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1111,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1112,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1113,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1114,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1115,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1116,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search.cuh,1117,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,236,launch,searchD,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,240,launch,searchS,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,247,launch,check,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,263,launch,getRnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,222,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,223,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,224,cuda_boundary,cudaFree,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,225,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,226,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,227,cuda_boundary,cudaMalloc,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,242,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,243,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,245,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,248,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,249,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,251,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,256,cuda_boundary,cudaMemcpy,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,259,cuda_boundary,cudaMemcpy,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,264,cuda_boundary,cudaDeviceSynchronize,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,265,cuda_boundary,cudaGetLastError,pinned native/conditional/legacy; not proof of runtime execution
include/search_naive.cuh,267,cuda_boundary,cudaGetErrorString,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1124,launch,initPList,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1161,launch,nodeProcessRnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1178,launch,getQCount,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1190,launch,mergeLNode,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1200,launch,dataProcessRnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1209,launch,mergeResRnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1334,launch,initPListKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1339,launch,initDisK,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1380,launch,labelCNode,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1394,launch,getDisPQ,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1410,launch,updateDisK,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1419,launch,nodeProcessKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1437,launch,getQCountKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1450,launch,mergeLNodeKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1459,launch,dataProcessKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1476,launch,mergeResKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1612,launch,initPListKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1617,launch,initDisK,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1656,launch,labelCNode,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1670,launch,getDisPQVec,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1686,launch,updateDisK,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1695,launch,nodeProcessKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1713,launch,getQCountKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1725,launch,mergeLNodeKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1734,launch,dataProcessKnnVec,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1751,launch,mergeResKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1856,launch,initPListKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1861,launch,initDisK,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1900,launch,labelCNode,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1914,launch,getDisPQ,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1930,launch,updateDisK,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1939,launch,nodeProcessKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1957,launch,getQCountKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1969,launch,mergeLNodeKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1978,launch,dataProcessKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1995,launch,mergeResKnnIds,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2100,launch,initPListKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2105,launch,initDisK,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2144,launch,labelCNode,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2158,launch,getDisPQVec,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2174,launch,updateDisK,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2183,launch,nodeProcessKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2201,launch,getQCountKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2213,launch,mergeLNodeKnn,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2222,launch,dataProcessKnnVec,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,2239,launch,mergeResKnnIds,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,744,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1153,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1185,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1186,thrust,thrust::exclusive_scan,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1364,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1372,thrust,thrust::reduce,pinned native/conditional/legacy; not proof of runtime execution
include/search_v2.cuh,1403,thrust,thrust::sort_by_key,pinned native/conditional/legacy; not proof of runtime execution
